YTID,ESC-50class,AudioSetLabel,newLabel
6dgTnGDYiZc,cat,/m/01yrx,6
6psjy93yoTA,cat,/m/01yrx,6
70CtvdsGQf4,cat,/m/01yrx,6
75PJeJ2hGcw,cat,/m/01yrx,6
7916WqcPKBA,cat,/m/01yrx,6
7CRVoUCXg_A,cat,/m/01yrx,6
7MXamVgKszI,cat,/m/01yrx,6
84uy3xSw9H0,cat,/m/01yrx,6
yMS98yG7B2g,hand_saw,/m/01b82r,50
zEMG6GMb0jY,hand_saw,/m/01b82r,50
1ZS9EQzbAbM,hand_saw,/m/01b82r,50
3bGqkpfyk6k,hand_saw,/m/01b82r,50
5hlJWN4ERT8,hand_saw,/m/01b82r,50
6QNUQ-66lK0,hand_saw,/m/01b82r,50
6iDiC8UJeCI,hand_saw,/m/01b82r,50
6nNOHgUrTSw,hand_saw,/m/01b82r,50
8DR0YvL6XJI,hand_saw,/m/01b82r,50
9oixCTvP8Yw,hand_saw,/m/01b82r,50
AnGW1f1p_4w,hand_saw,/m/01b82r,50
AwQ1XihD4sk,hand_saw,/m/01b82r,50
E32Is8KRTnk,hand_saw,/m/01b82r,50
E7MIY00Jvwk,hand_saw,/m/01b82r,50
EUt_ogGY7IY,hand_saw,/m/01b82r,50
EmSUkJScuTo,hand_saw,/m/01b82r,50
GfboYrKgc5A,hand_saw,/m/01b82r,50
GsPXOxs__k0,hand_saw,/m/01b82r,50
HI1_HYH74h4,hand_saw,/m/01b82r,50
HuTOZN20wGU,hand_saw,/m/01b82r,50
K32LHZcoIIE,hand_saw,/m/01b82r,50
KfbGhVQTWpU,hand_saw,/m/01b82r,50
Kpy3ikfksCE,hand_saw,/m/01b82r,50
KrYQ42YjKu8,hand_saw,/m/01b82r,50
KwLtyPOBSq0,hand_saw,/m/01b82r,50
LPnYdHIg0eM,hand_saw,/m/01b82r,50
RMVeu3jJH60,hand_saw,/m/01b82r,50
Rg1uZCKzo0A,hand_saw,/m/01b82r,50
SPsOscw70ns,hand_saw,/m/01b82r,50
Src7bBpWhuw,hand_saw,/m/01b82r,50
UA-LrX0bNHM,hand_saw,/m/01b82r,50
UDQZbw6nIu0,hand_saw,/m/01b82r,50
Uq0Thas70N8,hand_saw,/m/01b82r,50
V1mWFSQQHko,hand_saw,/m/01b82r,50
VwD83cv_IoQ,hand_saw,/m/01b82r,50
XILCJ2bM1Zk,hand_saw,/m/01b82r,50
XK2UZu9iNOM,hand_saw,/m/01b82r,50
XXzscvTQ8vk,hand_saw,/m/01b82r,50
_OhK-5e2Fck,hand_saw,/m/01b82r,50
cvwtnO8feQU,hand_saw,/m/01b82r,50
ztDx8xy0ldU,church_bells,/m/03w41f,47
09pZj6CEvRw,church_bells,/m/03w41f,47
0Cu33yBwAPg,church_bells,/m/03w41f,47
0IzhjqyDzt8,church_bells,/m/03w41f,47
2fL9dvO8O3Q,church_bells,/m/03w41f,47
2iAO9PKZDGk,church_bells,/m/03w41f,47
3hIqesIVX-c,church_bells,/m/03w41f,47
49WpWcOnPs4,church_bells,/m/03w41f,47
4H8yUkaCwvA,church_bells,/m/03w41f,47
4aIeFNxtLTQ,church_bells,/m/03w41f,47
59bFleb7qQA,church_bells,/m/03w41f,47
5aEBWi9H0rg,church_bells,/m/03w41f,47
6vl7eSBL-ag,church_bells,/m/03w41f,47
8ooVSXeHb94,church_bells,/m/03w41f,47
BfbrxdAWlWs,church_bells,/m/03w41f,47
F9B29hkyhCs,church_bells,/m/03w41f,47
FWLkyzlJBP8,church_bells,/m/03w41f,47
FsVcCpJ6Gak,church_bells,/m/03w41f,47
I7OqRsLtmh0,church_bells,/m/03w41f,47
ItIo1RvO0PE,church_bells,/m/03w41f,47
JNUF3mMSnSI,church_bells,/m/03w41f,47
JbuoNXVKqBo,church_bells,/m/03w41f,47
Knhb_BCn5Bc,church_bells,/m/03w41f,47
NHMSZ6en7m4,church_bells,/m/03w41f,47
Nz4iLzJBTBo,church_bells,/m/03w41f,47
OXi5eZwCoq0,church_bells,/m/03w41f,47
PEABLpVs3gg,church_bells,/m/03w41f,47
PVGChCsrCuk,church_bells,/m/03w41f,47
PaJatNJhmsQ,church_bells,/m/03w41f,47
QCW2lhs0rt8,church_bells,/m/03w41f,47
R2jQmn99gME,church_bells,/m/03w41f,47
RLC6BxdpsqM,church_bells,/m/03w41f,47
RhmN8ktt5FI,church_bells,/m/03w41f,47
S-rvkcb7xv8,church_bells,/m/03w41f,47
VQ60kd-BrC8,church_bells,/m/03w41f,47
XdVvgmBei0c,church_bells,/m/03w41f,47
Yp1cJbxf178,church_bells,/m/03w41f,47
YwoYv1REVss,church_bells,/m/03w41f,47
_4NEAgqguN0,church_bells,/m/03w41f,47
_AopX_dxdZ0,church_bells,/m/03w41f,47
z20BNoRnGfA,drinking_sipping,/m/03cczk,30
03IZHwOh2eQ,drinking_sipping,/m/03cczk,30
1ZYdMBmSLPU,drinking_sipping,/m/03cczk,30
1nNXaI04SEg,drinking_sipping,/m/03cczk,30
2CEb1hYM3EA,drinking_sipping,/m/03cczk,30
4AYMycTRYPQ,drinking_sipping,/m/03cczk,30
4CCErQFp018,drinking_sipping,/m/03cczk,30
4aCF0QTIsTM,drinking_sipping,/m/03cczk,30
4q8KuEMFfhA,drinking_sipping,/m/03cczk,30
4vfWdTvX7qc,drinking_sipping,/m/03cczk,30
58zENxTDTjk,drinking_sipping,/m/03cczk,30
7AMjN4TLZU0,drinking_sipping,/m/03cczk,30
7Pj4ENryUkQ,drinking_sipping,/m/03cczk,30
A6rZ8zedGOM,drinking_sipping,/m/03cczk,30
BRTOWkKiKu0,drinking_sipping,/m/03cczk,30
CrCsfXn48q0,drinking_sipping,/m/03cczk,30
Ct1-uayfSr4,drinking_sipping,/m/03cczk,30
DT4Q7SB_pkc,drinking_sipping,/m/03cczk,30
EHzO_mqYm9U,drinking_sipping,/m/03cczk,30
FZVD7lduY0Y,drinking_sipping,/m/03cczk,30
Gb-vhZNWN98,drinking_sipping,/m/03cczk,30
IAf3HUIy0lA,drinking_sipping,/m/03cczk,30
Io9aikyyBGk,drinking_sipping,/m/03cczk,30
KPjiLF72m1g,drinking_sipping,/m/03cczk,30
LEzNIxWwxgU,drinking_sipping,/m/03cczk,30
LR0hhvaTSXs,drinking_sipping,/m/03cczk,30
NUVGVpQP0dk,drinking_sipping,/m/03cczk,30
QNRche7AZkM,drinking_sipping,/m/03cczk,30
QPR_tghZjAI,drinking_sipping,/m/03cczk,30
Urpfo3V0EPw,drinking_sipping,/m/03cczk,30
Vh9sA7U71qY,drinking_sipping,/m/03cczk,30
XrJurJGQtnU,drinking_sipping,/m/03cczk,30
Z0180hEnKUI,drinking_sipping,/m/03cczk,30
ZkMAr01ABIA,drinking_sipping,/m/03cczk,30
_RVPvm5kFcM,drinking_sipping,/m/03cczk,30
aSUdzI_nsIc,drinking_sipping,/m/03cczk,30
cqCnU2AqzPA,drinking_sipping,/m/03cczk,30
fgbeeAqRWsc,drinking_sipping,/m/03cczk,30
fm8KrGaGoTg,drinking_sipping,/m/03cczk,30
gPR4mIR2zb8,drinking_sipping,/m/03cczk,30
z6oqPB07X3o,glass_breaking,/m/07rn7sz,40
10lWpHyN0Ok,glass_breaking,/m/07rn7sz,40
25RWrqQol7Y,glass_breaking,/m/07rn7sz,40
2zdYIRTUQYE,glass_breaking,/m/07rn7sz,40
6MssjoV8tuU,glass_breaking,/m/07rn7sz,40
7vCaMmP1fP8,glass_breaking,/m/07rn7sz,40
8NfGndNYYIg,glass_breaking,/m/07rn7sz,40
BGD7J6MP2C8,glass_breaking,/m/07rn7sz,40
CaiH1jw4KT0,glass_breaking,/m/07rn7sz,40
CzjyGormZVk,glass_breaking,/m/07rn7sz,40
DLjN4-4EP-0,glass_breaking,/m/07rn7sz,40
E3oSg7bNxSg,glass_breaking,/m/07rn7sz,40
EYGwU_Hj8is,glass_breaking,/m/07rn7sz,40
F0Lu_CBRLnM,glass_breaking,/m/07rn7sz,40
F4lfyN85-5I,glass_breaking,/m/07rn7sz,40
GNu_hiHGEp0,glass_breaking,/m/07rn7sz,40
MiQZ0dGQuIA,glass_breaking,/m/07rn7sz,40
N6YT8_jlt0E,glass_breaking,/m/07rn7sz,40
NdbgG4EqKZc,glass_breaking,/m/07rn7sz,40
OMxgo6zoAIM,glass_breaking,/m/07rn7sz,40
OOik9i9wrU8,glass_breaking,/m/07rn7sz,40
P9fh7rOIKcM,glass_breaking,/m/07rn7sz,40
PF6Mn51Nkvs,glass_breaking,/m/07rn7sz,40
R0BNcrueMa4,glass_breaking,/m/07rn7sz,40
RPuCtUVfntk,glass_breaking,/m/07rn7sz,40
RTLvin_qGWs,glass_breaking,/m/07rn7sz,40
S1RwxsoyACg,glass_breaking,/m/07rn7sz,40
ShzpJ0-Ms98,glass_breaking,/m/07rn7sz,40
UJaHzHwTTZs,glass_breaking,/m/07rn7sz,40
Vg5jwwjWWK8,glass_breaking,/m/07rn7sz,40
VnQ_AfvX59E,glass_breaking,/m/07rn7sz,40
WYf3GhFoYoE,glass_breaking,/m/07rn7sz,40
WzQCthIGwsc,glass_breaking,/m/07rn7sz,40
_NxuW7UpFco,glass_breaking,/m/07rn7sz,40
_O0n0l_tL1Q,glass_breaking,/m/07rn7sz,40
a7I-8v9uZis,glass_breaking,/m/07rn7sz,40
b8vONiPGMl8,glass_breaking,/m/07rn7sz,40
cVgw01vB-yQ,glass_breaking,/m/07rn7sz,40
cqCYhJYEgRw,glass_breaking,/m/07rn7sz,40
db7z5uroxsA,glass_breaking,/m/07rn7sz,40
zPFvgx4EGTQ,snoring,/m/01d3sd,29
06rCpqwkcDw,snoring,/m/01d3sd,29
0Cd8q2Zg1Mc,snoring,/m/01d3sd,29
0ml1KwECOo8,snoring,/m/01d3sd,29
1-TnkdEPXEw,snoring,/m/01d3sd,29
3NlbRr8GRnE,snoring,/m/01d3sd,29
3R5YHrIFcYM,snoring,/m/01d3sd,29
3lsNtH_m7kw,snoring,/m/01d3sd,29
4IvFk-bZ0-M,snoring,/m/01d3sd,29
5Y-1he25j9E,snoring,/m/01d3sd,29
68PoupXLTzw,snoring,/m/01d3sd,29
7bPW9RP3kt0,snoring,/m/01d3sd,29
Bd1ew7c6xwM,snoring,/m/01d3sd,29
C_GPPxcR88Q,snoring,/m/01d3sd,29
D53Pw2Y_fU4,snoring,/m/01d3sd,29
F6467rL5yDU,snoring,/m/01d3sd,29
HCXAVkq1ces,snoring,/m/01d3sd,29
HPDXlIyFNQU,snoring,/m/01d3sd,29
HYrEWz7NYpE,snoring,/m/01d3sd,29
JAl3p8csciM,snoring,/m/01d3sd,29
KJk18rZa77I,snoring,/m/01d3sd,29
LHjilKc-7pI,snoring,/m/01d3sd,29
MaG2BHKuTD8,snoring,/m/01d3sd,29
PTUc5eFGO4s,snoring,/m/01d3sd,29
PZebAuuhxs0,snoring,/m/01d3sd,29
Qg48SUSbl9Y,snoring,/m/01d3sd,29
QsONaFwj-lg,snoring,/m/01d3sd,29
SVTIs8WTqLA,snoring,/m/01d3sd,29
TTv9woFkkaA,snoring,/m/01d3sd,29
WOwlbymVAno,snoring,/m/01d3sd,29
WQa0kWeelhU,snoring,/m/01d3sd,29
Wm-TZ-dO_rQ,snoring,/m/01d3sd,29
YMdi49orh4U,snoring,/m/01d3sd,29
ZkH7dC0CdrE,snoring,/m/01d3sd,29
e1uLwpLOpr4,snoring,/m/01d3sd,29
eBhQGaw6v1I,snoring,/m/01d3sd,29
eRrpfIyzUvY,snoring,/m/01d3sd,29
ezsF6Lc-sQg,snoring,/m/01d3sd,29
fJ2t1VRXizw,snoring,/m/01d3sd,29
fQI5KUfM2xc,snoring,/m/01d3sd,29
y3NZZETzVws,rooster,/m/09b5t,2
y3NZZETzVws,hen,/m/09b5t,7
0RKgmvzhBA4,rooster,/m/09b5t,2
0RKgmvzhBA4,hen,/m/09b5t,7
11ruZHgyTKM,rooster,/m/09b5t,2
11ruZHgyTKM,hen,/m/09b5t,7
14XML4NbS38,rooster,/m/09b5t,2
14XML4NbS38,hen,/m/09b5t,7
17L2VkXtcQ0,rooster,/m/09b5t,2
17L2VkXtcQ0,hen,/m/09b5t,7
30kPsWBW45w,rooster,/m/09b5t,2
30kPsWBW45w,hen,/m/09b5t,7
3EE5WKQMBek,rooster,/m/09b5t,2
3EE5WKQMBek,hen,/m/09b5t,7
3V-q5MJSzAk,rooster,/m/09b5t,2
3V-q5MJSzAk,hen,/m/09b5t,7
46zbt7TQHRs,rooster,/m/09b5t,2
46zbt7TQHRs,hen,/m/09b5t,7
4jDqaqqvLVQ,rooster,/m/09b5t,2
4jDqaqqvLVQ,hen,/m/09b5t,7
50NTzyIyu6Y,rooster,/m/09b5t,2
50NTzyIyu6Y,hen,/m/09b5t,7
5EontevWcfQ,rooster,/m/09b5t,2
5EontevWcfQ,hen,/m/09b5t,7
67GZuUxV27w,rooster,/m/09b5t,2
67GZuUxV27w,hen,/m/09b5t,7
68hapDEQEj0,rooster,/m/09b5t,2
68hapDEQEj0,hen,/m/09b5t,7
6Y5Ad3Mg068,rooster,/m/09b5t,2
6Y5Ad3Mg068,hen,/m/09b5t,7
7EgbS-lbHWY,rooster,/m/09b5t,2
7EgbS-lbHWY,hen,/m/09b5t,7
7RyBRczgJK4,rooster,/m/09b5t,2
7RyBRczgJK4,hen,/m/09b5t,7
7l_TPfOhh5c,rooster,/m/09b5t,2
7l_TPfOhh5c,hen,/m/09b5t,7
9db_3io8-fE,rooster,/m/09b5t,2
9db_3io8-fE,hen,/m/09b5t,7
9pfZ4sXXsE4,rooster,/m/09b5t,2
9pfZ4sXXsE4,hen,/m/09b5t,7
9wMeb3Q-IiQ,rooster,/m/09b5t,2
9wMeb3Q-IiQ,hen,/m/09b5t,7
A43JOxLa5MM,rooster,/m/09b5t,2
A43JOxLa5MM,hen,/m/09b5t,7
A58nnmnhfUo,rooster,/m/09b5t,2
A58nnmnhfUo,hen,/m/09b5t,7
BTnTqJ-m_Io,rooster,/m/09b5t,2
BTnTqJ-m_Io,hen,/m/09b5t,7
CScQCxNACyc,rooster,/m/09b5t,2
CScQCxNACyc,hen,/m/09b5t,7
CU72qSlceqM,rooster,/m/09b5t,2
CU72qSlceqM,hen,/m/09b5t,7
CX-gGuT3iEs,rooster,/m/09b5t,2
CX-gGuT3iEs,hen,/m/09b5t,7
ChBwdyjZAJI,rooster,/m/09b5t,2
ChBwdyjZAJI,hen,/m/09b5t,7
CkEDNhSIk0I,rooster,/m/09b5t,2
CkEDNhSIk0I,hen,/m/09b5t,7
CsqoaGRJhfM,rooster,/m/09b5t,2
CsqoaGRJhfM,hen,/m/09b5t,7
DkJ6OScQshI,rooster,/m/09b5t,2
DkJ6OScQshI,hen,/m/09b5t,7
ECVzhzOC5Q0,rooster,/m/09b5t,2
ECVzhzOC5Q0,hen,/m/09b5t,7
FNFgjJ00J9w,rooster,/m/09b5t,2
FNFgjJ00J9w,hen,/m/09b5t,7
FpYuJwh_vo8,rooster,/m/09b5t,2
FpYuJwh_vo8,hen,/m/09b5t,7
Fzs-OIw-Atw,rooster,/m/09b5t,2
Fzs-OIw-Atw,hen,/m/09b5t,7
G-tO6Sqyiu4,rooster,/m/09b5t,2
G-tO6Sqyiu4,hen,/m/09b5t,7
GkStiQ3hR5g,rooster,/m/09b5t,2
GkStiQ3hR5g,hen,/m/09b5t,7
H4D_eIQZGoE,rooster,/m/09b5t,2
H4D_eIQZGoE,hen,/m/09b5t,7
I1NE3H6soBU,rooster,/m/09b5t,2
I1NE3H6soBU,hen,/m/09b5t,7
ITYq5xoDGK0,rooster,/m/09b5t,2
ITYq5xoDGK0,hen,/m/09b5t,7
z4KzRLq8oLg,cow,/m/01xq0k1,4
1YFa9CpH7Kc,cow,/m/01xq0k1,4
2Hj6ogt1TJo,cow,/m/01xq0k1,4
3hEgl8N2FBA,cow,/m/01xq0k1,4
3i0GlkevMuQ,cow,/m/01xq0k1,4
4Rym4DqrhHM,cow,/m/01xq0k1,4
6M4vQCuhOSw,cow,/m/01xq0k1,4
7CG_9qUdU8M,cow,/m/01xq0k1,4
7PEL4NrU1Jk,cow,/m/01xq0k1,4
87tCTDAXZto,cow,/m/01xq0k1,4
BZRZcFA9Dr4,cow,/m/01xq0k1,4
ClnfpR5VSgA,cow,/m/01xq0k1,4
CmGHMSQZOVw,cow,/m/01xq0k1,4
CrOlDmMSVSM,cow,/m/01xq0k1,4
GQvle2TmUtw,cow,/m/01xq0k1,4
GqhUujqVRZQ,cow,/m/01xq0k1,4
JEgaH1K6Q8w,cow,/m/01xq0k1,4
JtiEjJram8k,cow,/m/01xq0k1,4
K_EsxukdNXM,cow,/m/01xq0k1,4
KksMNKXuiNw,cow,/m/01xq0k1,4
LC4vDpnkDtM,cow,/m/01xq0k1,4
MDMHvUb2JmM,cow,/m/01xq0k1,4
MnSZAzs8BtU,cow,/m/01xq0k1,4
N0d1cK2k1Eg,cow,/m/01xq0k1,4
NY1zBHjxxc4,cow,/m/01xq0k1,4
RBvHrG87Jiw,cow,/m/01xq0k1,4
RMPyriqNS-4,cow,/m/01xq0k1,4
RN_qfzQUkeU,cow,/m/01xq0k1,4
RUftlme_EtU,cow,/m/01xq0k1,4
T1_nZvxh5kI,cow,/m/01xq0k1,4
TAHDbSl7F_4,cow,/m/01xq0k1,4
UR-2P-NHz1w,cow,/m/01xq0k1,4
UYBuKiXo92s,cow,/m/01xq0k1,4
WDI5peW22Jc,cow,/m/01xq0k1,4
WR83qQPQSoE,cow,/m/01xq0k1,4
X4fHYJ74pV8,cow,/m/01xq0k1,4
XAgX4QEV9Ts,cow,/m/01xq0k1,4
XCkoQ-sCQ4Y,cow,/m/01xq0k1,4
Xv2Ba8LoD9U,cow,/m/01xq0k1,4
Y5YiwUCuJSs,cow,/m/01xq0k1,4
xqr4TX37qFw,washing_machine,/m/025wky1,36
0BgI0XxW0kE,washing_machine,/m/025wky1,36
0HzbpwB3xDk,washing_machine,/m/025wky1,36
0J3wJhQVOII,washing_machine,/m/025wky1,36
33fqw0k_qkM,washing_machine,/m/025wky1,36
4V7Bhqy04VE,washing_machine,/m/025wky1,36
4_qChbvQ8J8,washing_machine,/m/025wky1,36
65d-NiFDy48,washing_machine,/m/025wky1,36
6EHZlbbX8vI,washing_machine,/m/025wky1,36
6Wk4xP93TyA,washing_machine,/m/025wky1,36
6qrJMLyyHII,washing_machine,/m/025wky1,36
8ba-w5Pk6ho,washing_machine,/m/025wky1,36
Amo2eRlYrzg,washing_machine,/m/025wky1,36
ByacfcUJSYA,washing_machine,/m/025wky1,36
CNWhN1Ai-VI,washing_machine,/m/025wky1,36
DfCZGsD7U7k,washing_machine,/m/025wky1,36
EFvizsFFS4Q,washing_machine,/m/025wky1,36
Evsqcjw868A,washing_machine,/m/025wky1,36
Fx2yDgMqYJA,washing_machine,/m/025wky1,36
HJer7aPM6tk,washing_machine,/m/025wky1,36
HvbCaYacIC4,washing_machine,/m/025wky1,36
I-gmOi0EXYU,washing_machine,/m/025wky1,36
I-nVcl1UdE4,washing_machine,/m/025wky1,36
IVcori_bC9o,washing_machine,/m/025wky1,36
JxB7BCUiZsw,washing_machine,/m/025wky1,36
KFGLB5JNF3g,washing_machine,/m/025wky1,36
KR7oVVpOzvY,washing_machine,/m/025wky1,36
M-w-U1Of6cA,washing_machine,/m/025wky1,36
N3ki26oRRnw,washing_machine,/m/025wky1,36
O6RXoU88yL8,washing_machine,/m/025wky1,36
PxOTUmD3J_M,washing_machine,/m/025wky1,36
Q4dG9vSyUFQ,washing_machine,/m/025wky1,36
QOiwMW2eh5g,washing_machine,/m/025wky1,36
R92tGFJYj1w,washing_machine,/m/025wky1,36
ThjLszNKcI4,washing_machine,/m/025wky1,36
UiJGjXtM3y4,washing_machine,/m/025wky1,36
V3f4qo4LS5U,washing_machine,/m/025wky1,36
Vv0rVOqKhkQ,washing_machine,/m/025wky1,36
YYFwJLingA4,washing_machine,/m/025wky1,36
_z4obCUqXss,washing_machine,/m/025wky1,36
wHoSjefsmsE,brushing_teeth,/m/04fgwm,28
zDULhAxsJfY,brushing_teeth,/m/04fgwm,28
2rdTrQnl4c8,brushing_teeth,/m/04fgwm,28
2t4CkOvERAI,brushing_teeth,/m/04fgwm,28
3iVJw9topU0,brushing_teeth,/m/04fgwm,28
4gTHEt6np5o,brushing_teeth,/m/04fgwm,28
4xgYnUrMefU,brushing_teeth,/m/04fgwm,28
5igDVYbGB9k,brushing_teeth,/m/04fgwm,28
7NRXbm31TuU,brushing_teeth,/m/04fgwm,28
7OExK7ETCnA,brushing_teeth,/m/04fgwm,28
7oSV7L_16xY,brushing_teeth,/m/04fgwm,28
7tbxN_Mq8Qg,brushing_teeth,/m/04fgwm,28
8-NQVeN9Wg4,brushing_teeth,/m/04fgwm,28
8RK1x263Ou0,brushing_teeth,/m/04fgwm,28
8sBzNjVD6Nk,brushing_teeth,/m/04fgwm,28
AOijOUuUWwg,brushing_teeth,/m/04fgwm,28
ArsQ4TvpVFM,brushing_teeth,/m/04fgwm,28
AyA6zrWfkYY,brushing_teeth,/m/04fgwm,28
AzashCN4V_U,brushing_teeth,/m/04fgwm,28
C0j69NCIKfw,brushing_teeth,/m/04fgwm,28
CSCvisy9SmA,brushing_teeth,/m/04fgwm,28
DJBil1cXkPg,brushing_teeth,/m/04fgwm,28
DqCSTZYskfM,brushing_teeth,/m/04fgwm,28
EbnAmPYcq1U,brushing_teeth,/m/04fgwm,28
GpGKHdqpoLE,brushing_teeth,/m/04fgwm,28
H3BWUt31xhM,brushing_teeth,/m/04fgwm,28
JQcSucwRmuU,brushing_teeth,/m/04fgwm,28
L3SIlxdLGxI,brushing_teeth,/m/04fgwm,28
L3ZtE3rD2nc,brushing_teeth,/m/04fgwm,28
MFAttF_l0LY,brushing_teeth,/m/04fgwm,28
MWwRKzwkgQM,brushing_teeth,/m/04fgwm,28
OpsC1fCg4IU,brushing_teeth,/m/04fgwm,28
QSRjdU4XpGA,brushing_teeth,/m/04fgwm,28
QzbTGlIKxKQ,brushing_teeth,/m/04fgwm,28
R_I7Exj6Dlk,brushing_teeth,/m/04fgwm,28
WvRyg95cUIQ,brushing_teeth,/m/04fgwm,28
YVeURlpM-ZA,brushing_teeth,/m/04fgwm,28
Z9j21mbjERc,brushing_teeth,/m/04fgwm,28
b8FVXKxMg9U,brushing_teeth,/m/04fgwm,28
czjWylNH-nQ,brushing_teeth,/m/04fgwm,28
wSp6fhxjWCA,mouse_click,/m/07qc9xj,32
wmGt9eEfN0w,mouse_click,/m/07qc9xj,32
0rzB4A1PjnA,mouse_click,/m/07qc9xj,32
2ff27NC3YUc,mouse_click,/m/07qc9xj,32
7ssccf2qjx8,mouse_click,/m/07qc9xj,32
9KmiTXxlxtM,mouse_click,/m/07qc9xj,32
ABsCEKemTpQ,mouse_click,/m/07qc9xj,32
AL-dutJvx0s,mouse_click,/m/07qc9xj,32
BpGT0DGKZns,mouse_click,/m/07qc9xj,32
CfszvDMLP7o,mouse_click,/m/07qc9xj,32
CgM7GormbWA,mouse_click,/m/07qc9xj,32
D6VGsQPmhLU,mouse_click,/m/07qc9xj,32
DNye_gxopHw,mouse_click,/m/07qc9xj,32
Daw_brn1sqw,mouse_click,/m/07qc9xj,32
Db7-q3MKvys,mouse_click,/m/07qc9xj,32
Edo095l4PZQ,mouse_click,/m/07qc9xj,32
J_I4xOxxc08,mouse_click,/m/07qc9xj,32
KAOpo10Xaak,mouse_click,/m/07qc9xj,32
LPVOyn30bq4,mouse_click,/m/07qc9xj,32
M3ztqt9KK38,mouse_click,/m/07qc9xj,32
O9t6UB9q4No,mouse_click,/m/07qc9xj,32
OYy4ba68Np4,mouse_click,/m/07qc9xj,32
PT4VWExj7Yk,mouse_click,/m/07qc9xj,32
PWMb36qRDvo,mouse_click,/m/07qc9xj,32
QETUuZ27N0w,mouse_click,/m/07qc9xj,32
Rcn1sMFiCOE,mouse_click,/m/07qc9xj,32
Sp1oJSsrB94,mouse_click,/m/07qc9xj,32
Sz1ko3iPcB4,mouse_click,/m/07qc9xj,32
U58FSo_rAhI,mouse_click,/m/07qc9xj,32
U5dtJt_az-0,mouse_click,/m/07qc9xj,32
UQVGvokR7hE,mouse_click,/m/07qc9xj,32
VVj6ISLoddo,mouse_click,/m/07qc9xj,32
WDGPTGU9qjU,mouse_click,/m/07qc9xj,32
XGR2Tbc-kwQ,mouse_click,/m/07qc9xj,32
Ylp_i7ZMvjw,mouse_click,/m/07qc9xj,32
ZffKAdpfa5c,mouse_click,/m/07qc9xj,32
ZgUAT7CIhsY,mouse_click,/m/07qc9xj,32
ZjkpFrFND2A,mouse_click,/m/07qc9xj,32
_JPokTJg2as,mouse_click,/m/07qc9xj,32
wmGt9eEfN0w,mouse_click,/m/07qc9xj,32
uB0Vu7erfp8,crow,/m/04s8yn,10
xWavlvNCMfQ,crow,/m/04s8yn,10
1sdKPEwPtrg,crow,/m/04s8yn,10
1tobDIRRV0A,crow,/m/04s8yn,10
2CymVO8lDJs,crow,/m/04s8yn,10
2XFrBXTnNY8,crow,/m/04s8yn,10
2zvRxVypSC8,crow,/m/04s8yn,10
5DmXE3NTxRQ,crow,/m/04s8yn,10
5iTVbHhYhC4,crow,/m/04s8yn,10
7I2yJgXKncw,crow,/m/04s8yn,10
7xkj4XqaynU,crow,/m/04s8yn,10
91oWey75sC8,crow,/m/04s8yn,10
AM3p_hpT-0o,crow,/m/04s8yn,10
CnbUcxEwMPE,crow,/m/04s8yn,10
DDmCxUncIyc,crow,/m/04s8yn,10
EMUhJi30xJU,crow,/m/04s8yn,10
F0xRrtS-_Wk,crow,/m/04s8yn,10
FLb3rJLGH9o,crow,/m/04s8yn,10
Fj9Hv1gEJLA,crow,/m/04s8yn,10
IHlgJYdUxKo,crow,/m/04s8yn,10
IX21ecgta50,crow,/m/04s8yn,10
K6UW_LgkIjs,crow,/m/04s8yn,10
LdpRTw1ieMI,crow,/m/04s8yn,10
MHT46cURY6c,crow,/m/04s8yn,10
NCSXKxmlusY,crow,/m/04s8yn,10
Oc9azgD3RJ8,crow,/m/04s8yn,10
QqLU-o7N7Kw,crow,/m/04s8yn,10
SmuyUnEZaJw,crow,/m/04s8yn,10
SzhOVP7BXUE,crow,/m/04s8yn,10
TBEmfa4Ft5I,crow,/m/04s8yn,10
TR4-xSB97w8,crow,/m/04s8yn,10
U2Ek06LbrYs,crow,/m/04s8yn,10
WVS46ZGovGw,crow,/m/04s8yn,10
WrSpubuVkN0,crow,/m/04s8yn,10
XpQ_eTjyFrw,crow,/m/04s8yn,10
ZENfhZYyv-M,crow,/m/04s8yn,10
ZnTyglKDTdc,crow,/m/04s8yn,10
boPZxCznYbc,crow,/m/04s8yn,10
bqmWNU5oLZM,crow,/m/04s8yn,10
cIfZ4nbVVdw,crow,/m/04s8yn,10
yf-Aa8R9ayY,frog,/m/032n05,5
16HeogyZxSk,frog,/m/032n05,5
1dt9eL2rmSY,frog,/m/032n05,5
2KGnpMYHBGI,frog,/m/032n05,5
2bdRls2kSpk,frog,/m/032n05,5
2wGpeTasJLA,frog,/m/032n05,5
4XcFatlvf48,frog,/m/032n05,5
5a_Qxd4ECTo,frog,/m/032n05,5
7HEKMRfM0vw,frog,/m/032n05,5
AGuts_6EMhA,frog,/m/032n05,5
BdI5BAUf2V4,frog,/m/032n05,5
Bhqfp-Qt6f4,frog,/m/032n05,5
Cq4ShMl690k,frog,/m/032n05,5
GwxSvUoYSZg,frog,/m/032n05,5
H_FrcBRaQuQ,frog,/m/032n05,5
ILWJ82W2UZg,frog,/m/032n05,5
KkW6ZkmAlEw,frog,/m/032n05,5
LOU7bzpnIGU,frog,/m/032n05,5
LjE4u5co2bE,frog,/m/032n05,5
M3Rk--QT_Y4,frog,/m/032n05,5
